TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756957797808,65.5,1.0,-0.5,0.0,65.0,--
63756957798810,65.9,1.4,-0.5,0.0,65.0,--
63756957799807,64.7,0.2,-0.5,0.0,65.0,--
63756957800809,82.8,18.1,-0.5,0.2,65.0,--
63756957801807,65.0,0.5,-0.5,0.0,65.0,--
63756957802807,65.3,0.8,-0.5,0.0,65.0,--
63756957803809,65.9,1.4,-0.5,0.0,65.0,--
63756957804808,64.8,0.3,-0.5,0.0,65.0,--
63756957805809,65.3,0.8,-0.5,0.0,65.0,--
63756957806809,65.0,0.5,-0.5,0.0,65.0,--
63756957807807,65.5,1.0,-0.5,0.0,65.0,--
63756957808809,65.7,1.2,-0.5,0.0,65.0,--
63756957809810,65.6,1.1,-0.5,0.0,65.0,--
63756957810807,65.0,0.5,-0.5,0.0,65.0,--
63756957811810,64.9,0.4,-0.5,0.0,65.0,--
63756957812807,65.2,0.7,-0.5,0.0,65.0,--
63756957813807,65.0,0.5,-0.5,0.0,65.0,--
63756957814807,65.6,1.1,-0.5,0.0,65.0,--
63756957815808,65.6,1.1,-0.5,0.0,65.0,--
63756957816810,66.2,1.7,-0.5,0.0,65.0,--
63756957817809,65.0,0.5,-0.5,0.0,65.0,--
63756957818809,65.6,1.1,-0.5,0.0,65.0,--
63756957819811,64.8,0.3,-0.5,0.0,65.0,--
63756957820807,65.2,0.7,-0.5,0.0,65.0,--
63756957821810,65.4,0.9,-0.5,0.0,65.0,--
63756957822809,64.5,0.0,-0.5,0.0,65.0,--
63756957823809,66.9,2.4,-0.5,0.0,65.0,--
63756957824808,65.9,1.4,-0.5,0.0,65.0,--
63756957825806,65.8,1.3,-0.5,0.0,65.0,--
63756957826806,66.1,1.6,-0.5,0.0,65.0,--
63756957827809,65.4,0.9,-0.5,0.0,65.0,--
63756957828810,65.6,1.1,-0.5,0.0,65.0,--
63756957829806,65.5,1.0,-0.5,0.0,65.0,--
63756957830807,64.8,0.3,-0.5,0.0,65.0,--
63756957831808,64.8,0.3,-0.5,0.0,65.0,--
63756957832808,65.6,1.1,-0.5,0.0,65.0,--
63756957833827,65.7,1.2,-0.5,0.0,65.0,--
63756957834839,64.9,0.4,-0.5,0.0,65.0,--
63756957835860,65.2,0.7,-0.5,0.0,65.0,--
63756957836859,65.0,0.5,-0.5,0.0,65.0,--
63756957837857,65.5,1.0,-0.5,0.0,65.0,--
63756957838858,65.6,1.1,-0.5,0.0,65.0,--
63756957839860,65.1,0.6,-0.5,0.0,65.0,--
63756957840863,65.7,1.2,-0.5,0.0,65.0,--
63756957841860,64.9,0.4,-0.5,0.0,65.0,--
63756957842858,65.0,0.5,-0.5,0.0,65.0,--
63756957843860,66.5,2.0,-0.5,0.0,65.0,--
63756957844857,65.0,0.5,-0.5,0.0,65.0,--
63756957845863,65.2,0.7,-0.5,0.0,65.0,--
63756957846870,65.3,0.8,-0.5,0.0,65.0,--
63756957847873,64.9,0.4,-0.5,0.0,65.0,--
63756957848870,65.0,0.5,-0.5,0.0,65.0,--
63756957849871,66.7,2.2,-0.5,0.0,65.0,--
63756957850874,65.4,0.9,-0.5,0.0,65.0,--
63756957851869,65.7,1.2,-0.5,0.0,65.0,--
63756957852873,64.6,0.1,-0.5,0.0,65.0,--
63756957853876,66.0,1.5,-0.5,0.0,65.0,--
63756957854874,65.0,0.5,-0.5,0.0,65.0,--
63756957855871,65.0,0.5,-0.5,0.0,65.0,--
63756957856874,66.0,1.5,-0.5,0.0,65.0,--
63756957857871,73.9,9.2,-0.5,0.1,65.0,--
63756957858869,83.7,19.1,-0.5,0.1,65.0,--
63756957859873,71.5,7.0,-0.5,0.0,65.0,--
63756957860876,64.9,0.4,-0.5,0.0,65.0,--
63756957861869,65.1,0.6,-0.5,0.0,65.0,--
63756957862874,65.8,1.3,-0.5,0.0,65.0,--
63756957863872,65.5,1.0,-0.5,0.0,65.0,--
63756957864873,65.6,1.1,-0.5,0.0,65.0,--
63756957865875,64.8,0.3,-0.5,0.0,65.0,--
63756957866875,65.3,0.8,-0.5,0.0,65.0,--
63756957867878,64.9,0.4,-0.5,0.0,65.0,--
63756957868876,65.8,1.3,-0.5,0.0,65.0,--
63756957869884,67.8,3.3,-0.5,0.0,65.0,--
63756957870887,65.4,0.9,-0.5,0.0,65.0,--
63756957871886,65.0,0.5,-0.5,0.0,65.0,--
63756957872889,66.0,1.5,-0.5,0.0,65.0,--
63756957873888,65.8,1.3,-0.5,0.0,65.0,--
63756957874890,65.7,1.2,-0.5,0.0,65.0,--
63756957875885,65.1,0.6,-0.5,0.0,65.0,--
63756957876886,65.4,0.9,-0.5,0.0,65.0,--
63756957877888,65.6,1.1,-0.5,0.0,65.0,--
63756957878886,64.7,0.2,-0.5,0.0,65.0,--
63756957879889,64.9,0.4,-0.5,0.0,65.0,--
63756957880889,65.9,1.4,-0.5,0.0,65.0,--
63756957881889,64.5,0.0,-0.5,0.0,65.0,--
63756957882886,65.7,1.2,-0.5,0.0,65.0,--
63756957883885,65.0,0.5,-0.5,0.0,65.0,--
63756957884886,65.6,1.1,-0.5,0.0,65.0,--
63756957885885,65.0,0.5,-0.5,0.0,65.0,--
63756957886889,65.5,1.0,-0.5,0.0,65.0,--
63756957887887,65.0,0.5,-0.5,0.0,65.0,--
63756957888887,65.3,0.8,-0.5,0.0,65.0,--
63756957889886,65.6,1.1,-0.5,0.0,65.0,--
63756957890889,65.4,0.9,-0.5,0.0,65.0,--
63756957891887,65.5,1.0,-0.5,0.0,65.0,--
63756957892885,65.5,1.0,-0.5,0.0,65.0,--
63756957893885,64.8,0.3,-0.5,0.0,65.0,--
63756957894885,65.6,1.1,-0.5,0.0,65.0,--
63756957895890,65.7,1.2,-0.5,0.0,65.0,--
63756957896888,65.8,1.3,-0.5,0.0,65.0,--
63756957897887,65.0,0.5,-0.5,0.0,65.0,--
63756957898885,65.8,1.3,-0.5,0.0,65.0,--
63756957899887,65.6,1.1,-0.5,0.0,65.0,--
63756957900889,65.4,0.9,-0.5,0.0,65.0,--
63756957901886,65.8,1.3,-0.5,0.0,65.0,--
63756957902886,65.0,0.5,-0.5,0.0,65.0,--
63756957903885,66.7,2.2,-0.5,0.0,65.0,--
63756957904887,65.9,1.4,-0.5,0.0,65.0,--
63756957905887,65.0,0.5,-0.5,0.0,65.0,--
63756957906888,65.6,1.1,-0.5,0.0,65.0,--
63756957907885,64.9,0.4,-0.5,0.0,65.0,--
63756957908885,64.8,0.3,-0.5,0.0,65.0,--
63756957909889,66.3,1.8,-0.5,0.0,65.0,--
63756957910887,65.0,0.5,-0.5,0.0,65.0,--
63756957911885,65.2,0.7,-0.5,0.0,65.0,--
63756957912885,64.8,0.3,-0.5,0.0,65.0,--
63756957913886,65.4,0.9,-0.5,0.0,65.0,--
63756957914884,65.0,0.5,-0.5,0.0,65.0,--
63756957915888,65.2,0.7,-0.5,0.0,65.0,--
63756957916886,65.0,0.5,-0.5,0.0,65.0,--
63756957917887,65.1,0.6,-0.5,0.0,65.0,--
63756957918888,66.7,2.2,-0.5,0.0,65.0,--
63756957919886,65.8,1.3,-0.5,0.0,65.0,--
63756957920885,65.0,0.5,-0.5,0.0,65.0,--
63756957921889,65.5,1.0,-0.5,0.0,65.0,--
63756957922886,64.7,0.2,-0.5,0.0,65.0,--
63756957923886,65.9,1.4,-0.5,0.0,65.0,--
63756957924885,65.5,1.0,-0.5,0.0,65.0,--
63756957925886,65.4,0.8,-0.5,0.0,65.0,--
63756957926886,65.1,0.6,-0.5,0.0,65.0,--
63756957927886,64.8,0.3,-0.5,0.0,65.0,--
63756957928890,64.9,0.4,-0.5,0.0,65.0,--
63756957929889,64.7,0.2,-0.5,0.0,65.0,--
63756957930886,65.2,0.7,-0.5,0.0,65.0,--
63756957931889,65.7,1.2,-0.5,0.0,65.0,--
63756957932885,64.9,0.4,-0.5,0.0,65.0,--
63756957933886,65.1,0.6,-0.5,0.0,65.0,--
63756957934886,65.6,1.1,-0.5,0.0,65.0,--
63756957935886,65.1,0.5,-0.5,0.0,65.0,--
63756957936885,65.8,1.3,-0.5,0.0,65.0,--
63756957937886,65.6,1.1,-0.5,0.0,65.0,--
63756957938890,65.4,0.9,-0.5,0.0,65.0,--
63756957939885,64.6,0.1,-0.5,0.0,65.0,--
63756957940889,65.4,0.9,-0.5,0.0,65.0,--
63756957941890,65.4,0.9,-0.5,0.0,65.0,--
63756957942885,66.0,1.5,-0.5,0.0,65.0,--
63756957943888,66.0,1.5,-0.5,0.0,65.0,--
63756957944888,65.0,0.5,-0.5,0.0,65.0,--
63756957945885,64.7,0.2,-0.5,0.0,65.0,--
63756957946885,65.6,1.1,-0.5,0.0,65.0,--
63756957947886,65.4,0.9,-0.5,0.0,65.0,--
63756957948885,65.3,0.8,-0.5,0.0,65.0,--
63756957949889,65.2,0.7,-0.5,0.0,65.0,--
63756957950887,65.5,1.0,-0.5,0.0,65.0,--
63756957951890,64.9,0.4,-0.5,0.0,65.0,--
63756957952885,65.2,0.7,-0.5,0.0,65.0,--
63756957953886,65.1,0.6,-0.5,0.0,65.0,--
63756957954885,65.0,0.5,-0.5,0.0,65.0,--
63756957955888,65.7,1.2,-0.5,0.0,65.0,--
63756957956886,64.7,0.2,-0.5,0.0,65.0,--
63756957957886,64.8,0.3,-0.5,0.0,65.0,--
63756957958889,66.2,1.7,-0.5,0.0,65.0,--
63756957959888,65.0,0.5,-0.5,0.0,65.0,--
63756957960890,65.9,1.4,-0.5,0.0,65.0,--
63756957961885,65.7,1.2,-0.5,0.0,65.0,--
63756957962888,65.4,0.9,-0.5,0.0,65.0,--
63756957963886,65.0,0.5,-0.5,0.0,65.0,--
63756957964884,65.0,0.5,-0.5,0.0,65.0,--
63756957965887,65.4,0.9,-0.5,0.0,65.0,--
63756957966887,65.3,0.8,-0.5,0.0,65.0,--
63756957967890,65.4,0.9,-0.5,0.0,65.0,--
63756957968886,64.6,0.1,-0.5,0.0,65.0,--
63756957969888,65.7,1.2,-0.5,0.0,65.0,--
63756957970887,64.7,0.2,-0.5,0.0,65.0,--
63756957971889,66.2,1.7,-0.5,0.0,65.0,--
63756957972885,66.3,1.8,-0.5,0.0,65.0,--
63756957973885,65.6,1.1,-0.5,0.0,65.0,--
63756957974886,65.1,0.6,-0.5,0.0,65.0,--
63756957975887,65.4,0.8,-0.5,0.0,65.0,--
63756957976885,65.3,0.8,-0.5,0.0,65.0,--
63756957977886,64.5,0.0,-0.5,0.0,65.0,--
63756957978886,65.3,0.8,-0.5,0.0,65.0,--
63756957979886,66.2,1.7,-0.5,0.0,65.0,--
63756957980887,65.3,0.8,-0.5,0.0,65.0,--
63756957981890,65.7,1.2,-0.5,0.0,65.0,--
63756957982887,64.7,0.2,-0.5,0.0,65.0,--
63756957983888,64.5,0.0,-0.5,0.0,65.0,--
63756957984886,65.8,1.3,-0.5,0.0,65.0,--
63756957985887,65.4,0.8,-0.5,0.0,65.0,--
63756957986885,66.3,1.8,-0.5,0.0,65.0,--
63756957987887,65.4,0.9,-0.5,0.0,65.0,--
63756957988889,64.6,0.1,-0.5,0.0,65.0,--
63756957989886,65.0,0.5,-0.5,0.0,65.0,--
63756957990886,64.8,0.3,-0.5,0.0,65.0,--
63756957991885,64.5,0.0,-0.5,0.0,65.0,--
63756957992885,65.6,1.1,-0.5,0.0,65.0,--
63756957993885,65.3,0.8,-0.5,0.0,65.0,--
63756957994888,65.7,1.2,-0.5,0.0,65.0,--
63756957995889,64.8,0.3,-0.5,0.0,65.0,--
63756957996887,65.0,0.5,-0.5,0.0,65.0,--
63756957997885,64.7,0.2,-0.5,0.0,65.0,--
63756957998886,65.6,1.1,-0.5,0.0,65.0,--
63756957999888,65.4,0.9,-0.5,0.0,65.0,--
63756958000890,65.4,0.9,-0.5,0.0,65.0,--
63756958001885,65.2,0.7,-0.5,0.0,65.0,--
63756958002889,65.2,0.7,-0.5,0.0,65.0,--
63756958003888,65.3,0.8,-0.5,0.0,65.0,--
63756958004886,64.7,0.2,-0.5,0.0,65.0,--
63756958005885,64.7,0.2,-0.5,0.0,65.0,--
63756958006886,65.1,0.6,-0.5,0.0,65.0,--
63756958007884,65.8,1.3,-0.5,0.0,65.0,--
63756958008886,66.7,2.2,-0.5,0.0,65.0,--
63756958009884,64.7,0.2,-0.5,0.0,65.0,--
63756958010889,65.5,1.0,-0.5,0.0,65.0,--
63756958011888,65.3,0.8,-0.5,0.0,65.0,--
63756958012886,65.2,0.7,-0.5,0.0,65.0,--
63756958013889,66.0,1.5,-0.5,0.0,65.0,--
63756958014887,65.8,1.3,-0.5,0.0,65.0,--
63756958015887,64.5,0.0,-0.5,0.0,65.0,--
63756958016889,65.4,0.9,-0.5,0.0,65.0,--
63756958017886,65.2,0.7,-0.5,0.0,65.0,--
63756958018887,65.6,1.1,-0.5,0.0,65.0,--
63756958019887,65.3,0.8,-0.5,0.0,65.0,--
63756958020886,65.6,1.1,-0.5,0.0,65.0,--
63756958021887,65.3,0.8,-0.5,0.0,65.0,--
63756958022889,66.5,2.0,-0.5,0.0,65.0,--
63756958023884,65.2,0.7,-0.5,0.0,65.0,--
63756958024888,66.3,1.8,-0.5,0.0,65.0,--
63756958025886,64.7,0.2,-0.5,0.0,65.0,--
63756958026889,66.0,1.5,-0.5,0.0,65.0,--
63756958027885,65.2,0.7,-0.5,0.0,65.0,--
63756958028884,66.4,1.9,-0.5,0.0,65.0,--
63756958029889,65.5,1.0,-0.5,0.0,65.0,--
63756958030887,65.8,1.3,-0.5,0.0,65.0,--
63756958031885,65.2,0.7,-0.5,0.0,65.0,--
63756958032885,65.3,0.8,-0.5,0.0,65.0,--
63756958033885,65.3,0.8,-0.5,0.0,65.0,--
63756958034890,66.6,2.1,-0.5,0.0,65.0,--
63756958035886,65.8,1.2,-0.5,0.0,65.0,--
63756958036888,65.1,0.6,-0.5,0.0,65.0,--
63756958037886,64.7,0.2,-0.5,0.0,65.0,--
63756958038889,66.0,1.5,-0.5,0.0,65.0,--
63756958039887,66.6,2.1,-0.5,0.0,65.0,--
63756958040885,65.3,0.8,-0.5,0.0,65.0,--
63756958041924,66.1,1.6,-0.5,0.0,65.0,--
63756958042920,64.9,0.4,-0.5,0.0,65.0,--
63756958043919,66.4,1.9,-0.5,0.0,65.0,--
63756958044918,65.6,1.1,-0.5,0.0,65.0,--
63756958045920,64.9,0.4,-0.5,0.0,65.0,--
63756958046917,64.9,0.4,-0.5,0.0,65.0,--
63756958047918,65.4,0.9,-0.5,0.0,65.0,--
63756958048918,66.2,1.7,-0.5,0.0,65.0,--
63756958049916,65.8,1.3,-0.5,0.0,65.0,--
63756958050919,65.4,0.9,-0.5,0.0,65.0,--
63756958051919,65.1,0.6,-0.5,0.0,65.0,--
63756958052969,65.6,1.1,-0.5,0.0,65.0,--
63756958053964,64.6,0.1,-0.5,0.0,65.0,--
63756958054970,65.5,1.0,-0.5,0.0,65.0,--
63756958055969,65.6,1.1,-0.5,0.0,65.0,--
63756958056979,65.1,0.6,-0.5,0.0,65.0,--
63756958057980,65.1,0.6,-0.5,0.0,65.0,--
63756958058982,65.7,1.2,-0.5,0.0,65.0,--
63756958059981,66.4,1.9,-0.5,0.0,65.0,--
63756958060979,65.2,0.7,-0.5,0.0,65.0,--
63756958061981,65.7,1.2,-0.5,0.0,65.0,--
63756958062978,64.9,0.4,-0.5,0.0,65.0,--
63756958063980,65.4,0.9,-0.5,0.0,65.0,--
63756958064981,65.1,0.6,-0.5,0.0,65.0,--
63756958065982,66.4,1.9,-0.5,0.0,65.0,--
63756958066982,64.5,0.0,-0.5,0.0,65.0,--
63756958067980,65.8,1.3,-0.5,0.0,65.0,--
63756958068983,65.4,0.9,-0.5,0.0,65.0,--
63756958069980,65.5,1.0,-0.5,0.0,65.0,--
63756958070981,65.1,0.6,-0.5,0.0,65.0,--
63756958071980,65.8,1.3,-0.5,0.0,65.0,--
63756958072982,65.1,0.6,-0.5,0.0,65.0,--
63756958073978,65.5,1.0,-0.5,0.0,65.0,--
63756958074982,64.9,0.4,-0.5,0.0,65.0,--
63756958075978,64.9,0.4,-0.5,0.0,65.0,--
63756958076979,65.6,1.1,-0.5,0.0,65.0,--
63756958077981,65.4,0.9,-0.5,0.0,65.0,--
63756958078979,65.0,0.5,-0.5,0.0,65.0,--
63756958079982,65.7,1.2,-0.5,0.0,65.0,--
63756958080978,65.2,0.7,-0.5,0.0,65.0,--
63756958081981,65.7,1.2,-0.5,0.0,65.0,--
63756958082981,65.9,1.4,-0.5,0.0,65.0,--
63756958083981,65.3,0.8,-0.5,0.0,65.0,--
63756958084981,65.0,0.5,-0.5,0.0,65.0,--
63756958085982,65.6,1.1,-0.5,0.0,65.0,--
63756958086982,65.1,0.6,-0.5,0.0,65.0,--
63756958087978,64.9,0.4,-0.5,0.0,65.0,--
63756958088982,66.0,1.5,-0.5,0.0,65.0,--
63756958089981,66.4,1.9,-0.5,0.0,65.0,--
63756958090982,65.6,1.1,-0.5,0.0,65.0,--
63756958091979,65.0,0.5,-0.5,0.0,65.0,--
63756958092981,65.4,0.9,-0.5,0.0,65.0,--
63756958093988,67.2,2.7,-0.5,0.0,65.0,--
63756958094979,66.1,1.6,-0.5,0.0,65.0,--
63756958095989,64.8,0.3,-0.5,0.0,65.0,--
63756958096993,65.5,0.9,-0.5,0.0,65.0,--
63756958097995,68.4,3.9,-0.5,0.0,65.0,--
63756958098996,66.7,2.2,-0.5,0.0,65.0,--
63756958100008,67.4,2.9,-0.5,0.0,65.0,--
63756958101007,71.0,6.5,-0.5,0.0,65.0,--
63756958101996,68.6,4.0,-0.5,0.0,65.0,--
63756958103000,65.5,1.0,-0.5,0.0,65.0,--
63756958103994,64.8,0.3,-0.5,0.0,65.0,--
63756958104998,65.5,1.0,-0.5,0.0,65.0,--
63756958105996,65.0,0.5,-0.5,0.0,65.0,--
63756958107006,65.9,1.4,-0.5,0.0,65.0,--
63756958107995,64.7,0.2,-0.5,0.0,65.0,--
63756958109008,65.5,1.0,-0.5,0.0,65.0,--
63756958110003,65.4,0.9,-0.5,0.0,65.0,--
63756958111005,65.9,1.4,-0.5,0.0,65.0,--
63756958111999,65.1,0.6,-0.5,0.0,65.0,--
63756958113006,65.8,1.3,-0.5,0.0,65.0,--
63756958114005,65.3,0.8,-0.5,0.0,65.0,--
63756958115003,64.7,0.2,-0.5,0.0,65.0,--
63756958116000,65.8,1.3,-0.5,0.0,65.0,--
63756958117004,65.2,0.7,-0.5,0.0,65.0,--
63756958117996,64.5,0.0,-0.5,0.0,65.0,--
63756958118999,65.7,1.2,-0.5,0.0,65.0,--
63756958119996,64.9,0.4,-0.5,0.0,65.0,--
63756958121000,65.2,0.7,-0.5,0.0,65.0,--
63756958122006,65.8,1.3,-0.5,0.0,65.0,--
63756958123003,64.7,0.2,-0.5,0.0,65.0,--
63756958124004,65.9,1.4,-0.5,0.0,65.0,--
63756958124997,65.1,0.6,-0.5,0.0,65.0,--
63756958125999,64.6,0.1,-0.5,0.0,65.0,--
63756958126994,66.0,1.5,-0.5,0.0,65.0,--
63756958127999,66.0,1.5,-0.5,0.0,65.0,--
63756958129004,65.8,1.3,-0.5,0.0,65.0,--
63756958130004,65.1,0.6,-0.5,0.0,65.0,--
63756958131006,65.1,0.6,-0.5,0.0,65.0,--
63756958131995,65.5,1.0,-0.5,0.0,65.0,--
63756958133015,64.9,0.4,-0.5,0.0,65.0,--
63756958134012,65.5,1.0,-0.5,0.0,65.0,--
63756958135010,65.0,0.5,-0.5,0.0,65.0,--
63756958136013,65.7,1.2,-0.5,0.0,65.0,--
63756958137014,65.3,0.8,-0.5,0.0,65.0,--
63756958138011,64.7,0.2,-0.5,0.0,65.0,--
63756958139011,66.2,1.7,-0.5,0.0,65.0,--
63756958140010,65.8,1.3,-0.5,0.0,65.0,--
63756958141012,65.9,1.4,-0.5,0.0,65.0,--
63756958142012,65.3,0.8,-0.5,0.0,65.0,--
63756958143010,64.5,0.0,-0.5,0.0,65.0,--
63756958144011,64.8,0.3,-0.5,0.0,65.0,--
63756958145010,64.8,0.3,-0.5,0.0,65.0,--
63756958146012,64.8,0.3,-0.5,0.0,65.0,--
63756958147010,65.8,1.3,-0.5,0.0,65.0,--
63756958148012,65.9,1.4,-0.5,0.0,65.0,--
63756958149012,65.1,0.6,-0.5,0.0,65.0,--
63756958150010,65.0,0.5,-0.5,0.0,65.0,--
63756958151010,64.8,0.3,-0.5,0.0,65.0,--
63756958152011,64.8,0.3,-0.5,0.0,65.0,--
63756958153010,65.3,0.8,-0.5,0.0,65.0,--
63756958154015,66.3,1.8,-0.5,0.0,65.0,--
63756958155013,65.8,1.3,-0.5,0.0,65.0,--
63756958156011,64.5,0.0,-0.5,0.0,65.0,--
63756958157010,65.3,0.8,-0.5,0.0,65.0,--
63756958158013,64.9,0.4,-0.5,0.0,65.0,--
63756958159012,65.6,1.1,-0.5,0.0,65.0,--
63756958160011,65.5,1.0,-0.5,0.0,65.0,--
63756958161014,65.7,1.2,-0.5,0.0,65.0,--
63756958162010,65.2,0.7,-0.5,0.0,65.0,--
63756958163013,66.0,1.5,-0.5,0.0,65.0,--
63756958164012,65.3,0.8,-0.5,0.0,65.0,--
63756958165010,65.8,1.3,-0.5,0.0,65.0,--
63756958166012,65.7,1.2,-0.5,0.0,65.0,--
63756958167011,65.3,0.8,-0.5,0.0,65.0,--
63756958168012,65.6,1.1,-0.5,0.0,65.0,--
63756958169012,65.6,1.1,-0.5,0.0,65.0,--
63756958170011,65.5,1.0,-0.5,0.0,65.0,--
63756958171012,65.4,0.9,-0.5,0.0,65.0,--
63756958172010,65.5,1.0,-0.5,0.0,65.0,--
63756958173013,65.7,1.2,-0.5,0.0,65.0,--
63756958174014,65.6,1.1,-0.5,0.0,65.0,--
63756958175009,66.5,2.0,-0.5,0.0,65.0,--
63756958176010,64.8,0.3,-0.5,0.0,65.0,--
63756958177011,64.8,0.3,-0.5,0.0,65.0,--
63756958178010,65.5,1.0,-0.5,0.0,65.0,--
63756958179010,65.3,0.8,-0.5,0.0,65.0,--
63756958180010,65.3,0.8,-0.5,0.0,65.0,--
63756958181010,65.3,0.8,-0.5,0.0,65.0,--
63756958182010,65.3,0.8,-0.5,0.0,65.0,--
63756958183014,66.3,1.8,-0.5,0.0,65.0,--
63756958184010,66.0,1.5,-0.5,0.0,65.0,--
63756958185013,65.7,1.2,-0.5,0.0,65.0,--
63756958186014,65.4,0.9,-0.5,0.0,65.0,--
63756958187010,64.6,0.1,-0.5,0.0,65.0,--
63756958188013,65.7,1.2,-0.5,0.0,65.0,--
63756958189011,65.3,0.8,-0.5,0.0,65.0,--
63756958190014,66.5,2.0,-0.5,0.0,65.0,--
63756958191011,64.9,0.4,-0.5,0.0,65.0,--
63756958192010,65.0,0.5,-0.5,0.0,65.0,--
63756958193009,65.0,0.5,-0.5,0.0,65.0,--
63756958194010,65.1,0.6,-0.5,0.0,65.0,--
63756958195012,64.9,0.4,-0.5,0.0,65.0,--
63756958196014,65.6,1.1,-0.5,0.0,65.0,--
63756958197015,64.8,0.3,-0.5,0.0,65.0,--
63756958198013,65.0,0.5,-0.5,0.0,65.0,--
63756958199011,66.1,1.6,-0.5,0.0,65.0,--
63756958200013,65.1,0.6,-0.5,0.0,65.0,--
63756958201013,64.5,0.0,-0.5,0.0,65.0,--
63756958202011,66.1,1.6,-0.5,0.0,65.0,--
63756958203011,65.1,0.6,-0.5,0.0,65.0,--
63756958204014,65.1,0.6,-0.5,0.0,65.0,--
63756958205012,65.0,0.5,-0.5,0.0,65.0,--
63756958206012,65.0,0.5,-0.5,0.0,65.0,--
63756958207010,65.8,1.3,-0.5,0.0,65.0,--
63756958208015,66.0,1.5,-0.5,0.0,65.0,--
63756958209014,65.3,0.8,-0.5,0.0,65.0,--
63756958210012,65.2,0.7,-0.5,0.0,65.0,--
63756958211014,65.1,0.6,-0.5,0.0,65.0,--
63756958212014,65.6,1.1,-0.5,0.0,65.0,--
63756958213011,65.5,1.0,-0.5,0.0,65.0,--
63756958214013,66.0,1.5,-0.5,0.0,65.0,--
63756958215012,66.4,1.9,-0.5,0.0,65.0,--
63756958216014,65.6,1.1,-0.5,0.0,65.0,--
63756958217012,65.0,0.5,-0.5,0.0,65.0,--
63756958218012,64.8,0.3,-0.5,0.0,65.0,--
63756958219010,65.5,1.0,-0.5,0.0,65.0,--
63756958220011,65.6,1.1,-0.5,0.0,65.0,--
63756958221011,64.5,0.0,-0.5,0.0,65.0,--
63756958222014,65.7,1.2,-0.5,0.0,65.0,--
63756958223010,64.9,0.4,-0.5,0.0,65.0,--
63756958224009,65.3,0.8,-0.5,0.0,65.0,--
63756958225014,66.6,2.1,-0.5,0.0,65.0,--
63756958226010,65.7,1.2,-0.5,0.0,65.0,--
63756958227013,66.3,1.8,-0.5,0.1,65.0,--
63756958228022,66.2,1.7,-0.5,0.0,65.0,--
63756958229022,65.6,1.1,-0.5,0.0,65.0,--
63756958230013,65.6,1.1,-0.5,0.0,65.0,--
63756958231011,65.0,0.5,-0.5,0.0,65.0,--
63756958232015,65.4,0.9,-0.5,0.0,65.0,--
63756958233010,64.6,0.1,-0.5,0.0,65.0,--
63756958234012,64.8,0.3,-0.5,0.0,65.0,--
63756958235020,66.2,1.7,-0.5,0.0,65.0,--
63756958236012,64.8,0.3,-0.5,0.0,65.0,--
63756958237014,66.7,2.2,-0.5,0.0,65.0,--
63756958238010,64.9,0.4,-0.5,0.0,65.0,--
63756958239014,66.0,1.5,-0.5,0.0,65.0,--
63756958240011,64.7,0.2,-0.5,0.0,65.0,--
63756958241019,65.3,0.8,-0.5,0.0,65.0,--
63756958242010,64.7,0.2,-0.5,0.0,65.0,--
63756958243011,65.9,1.4,-0.5,0.0,65.0,--
63756958244011,64.8,0.3,-0.5,0.0,65.0,--
63756958245011,65.0,0.5,-0.5,0.0,65.0,--
63756958246014,65.7,1.2,-0.5,0.0,65.0,--
63756958247011,64.7,0.2,-0.5,0.0,65.0,--
63756958248010,65.6,1.1,-0.5,0.0,65.0,--
63756958249011,65.6,1.1,-0.5,0.0,65.0,--
63756958250013,65.4,0.9,-0.5,0.0,65.0,--
63756958251024,65.7,1.2,-0.5,0.0,65.0,--
63756958252030,65.2,0.7,-0.5,0.0,65.0,--
63756958253060,65.0,0.5,-0.5,0.0,65.0,--
63756958254058,65.5,1.0,-0.5,0.0,65.0,--
63756958255060,65.4,0.9,-0.5,0.0,65.0,--
63756958256060,65.3,0.8,-0.5,0.0,65.0,--
63756958257073,65.5,1.0,-0.5,0.0,65.0,--
63756958258078,65.5,1.0,-0.5,0.0,65.0,--
63756958259082,65.2,0.7,-0.5,0.0,65.0,--
63756958260073,64.5,0.0,-0.5,0.0,65.0,--
63756958261100,66.2,1.7,-0.5,0.0,65.0,--
63756958262090,64.7,0.2,-0.5,0.0,65.0,--
63756958263089,65.3,0.8,-0.5,0.0,65.0,--
63756958264092,64.9,0.4,-0.5,0.0,65.0,--
63756958265091,65.0,0.5,-0.5,0.0,65.0,--
63756958266093,64.8,0.3,-0.5,0.0,65.0,--
63756958267089,65.2,0.7,-0.5,0.0,65.0,--
63756958268091,66.0,1.5,-0.5,0.0,65.0,--
63756958269088,65.5,1.0,-0.5,0.0,65.0,--
63756958270088,65.0,0.5,-0.5,0.0,65.0,--
63756958271091,66.0,1.5,-0.5,0.0,65.0,--
63756958272090,64.7,0.2,-0.5,0.0,65.0,--
63756958273090,65.0,0.5,-0.5,0.0,65.0,--
63756958274092,65.6,1.1,-0.5,0.0,65.0,--
63756958275089,65.0,0.4,-0.5,0.0,65.0,--
63756958276089,65.3,0.8,-0.5,0.0,65.0,--
63756958277090,65.3,0.8,-0.5,0.0,65.0,--
63756958278089,64.8,0.2,-0.5,0.0,65.0,--
